가맹점명,사용가능지역화폐,시도명,시군구명,소재지도로명주소,소재지지번주소,업종명,주요상품,전화번호,데이터기준일자
이마트24 군산미장타운점,군산사랑상품권,전북특별자치도,군산시,"전북특별자치도 군산시 미장안길 45(미장동, 군산미장2차아이파크)",,소매업,,,2024-11-05
올리베또,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 옥산면 돌머리길 10-16,,음식점업,,,2024-11-05
자매식당,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 상지곡안3길 6(지곡동),,음식점업,,,2024-11-05
영어와 엑티비티,군산사랑상품권,전북특별자치도,군산시,"전북특별자치도 군산시 수송동로 105(수송동, 수송2차오투그란데)",,교육서비스업,,,2024-11-05
메가후르츠 군산수송점,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 수송동로 41(수송동),,음식점업,,,2024-11-05
나루토스트,군산사랑상품권,전북특별자치도,군산시,"전북특별자치도 군산시 칠성7길 56(산북동, 하나리움시티)",,음식점업,,,2024-11-05
아지트,군산사랑상품권,전북특별자치도,군산시,"전북특별자치도 군산시 경촌1길 56(경암동, 경암동부향하나로아파트)",,음식점업,,,2024-11-05
그린컴퓨터,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 중앙로 92(중앙로2가),,소매업,,,2024-11-05
도키메로스터리,군산사랑상품권,전북특별자치도,군산시,"전북특별자치도 군산시 경촌1길 56(경암동, 경암동부향하나로아파트)",,음식점업,,,2024-11-05
베어킹,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 칠성로 165(소룡동),,음식점업,,,2024-11-05
로즈화이트,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 중앙로 84(중앙로3가),,소매업,,,2024-11-05
도움세무회계사무소,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 풍전2길 27(소룡동),,개인서비스업,,,2024-11-05
라Rounge,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 부골2길 53(조촌동),,음식점업,,,2024-11-05
수유리우동집 군산대점,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 미룡로 22(미룡동),,음식점업,,,2024-11-05
화진마트 정육,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 풍문안2길 47(장재동),,소매업,,,2024-11-05
밝은약국,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 월명로 277 (수송동),,소매업,,,2024-11-05
개야도 상회,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 내항2길 275(해망동),,소매업,,,2024-11-05
온누리재활재가노인복지센터,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 수송로 10(나운동),,개인서비스업,,,2024-11-05
라온약국,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 월명로 219(수송동),,소매업,,,2024-11-05
원탑재활의학과의원,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 신영1길 5(평화동),,보건업,,,2024-11-05
먹방,군산사랑상품권,전북특별자치도,군산시,"전북특별자치도 군산시 문화로 205(미장동, 예그린아파트)",,음식점업,,,2024-11-05
별난통닭,군산사랑상품권,전북특별자치도,군산시,"전북특별자치도 군산시 현충로 33(나운동, 현대아파트)",,음식점업,,,2024-11-05
유한회사 참원,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 황룡로 10(미룡동),,소매업,,,2024-11-05
카페 SalTy ThirTy,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 신영2길 7-2(신영동),,음식점업,,,2024-11-05
군산탱크조개짬뽕,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 군산창길 35(금동),,음식점업,,,2024-11-05
유한회사 군산바나컴퍼니,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 수송동로 53(수송동),,음식점업,,,2024-11-05
주식회사 최강식자재마트,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 나운로 13(나운동),,소매업,,,2024-11-05
찬영꽃농원,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 옥산면 백석로 36,,소매업,,,2024-11-05
군산소식당,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 상지곡3길 47(지곡동),,음식점업,,,2024-11-05
공룡막창,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 황룡로 65(미룡동),,음식점업,,,2024-11-05
미카도스시 군산점,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 문화로 95(수송동),,음식점업,,,2024-11-05
희망화원,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 대학로 159(문화동),,소매업,,,2024-11-05
아카루이 디저트샵,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 진포로 167(조촌동),,음식점업,,,2024-11-05
씨유편의점(예가편의점),군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 옥산면 월명로 83,,소매업,,,2024-11-05
초밥짓는 아저씨,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 시청로 8-6(조촌동),,음식점업,,,2024-11-05
허밀라뷰티,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 나운안길 27(나운동),,개인서비스업,,,2024-11-05
킹콩마트,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 하나운로 32(나운동),,소매업,,,2024-11-05
고기에 마음을 담다,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 궁포3로 7(조촌동),,음식점업,,,2024-11-05
마음고기 수송점,군산사랑상품권,전북특별자치도,군산시,전북특별자치도 군산시 수송6길 28(수송동),,음식점업,,,2024-11-05
